INDEX,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,COMMENT,BUSHFIRE_LOCATION,GENRE,SECOND_QUOTE_TRANSCRIPTION,SECOND_QUOTE_TRANSCRIPTION_2,
1203,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Adelaide,char-offset:46835,PLACE,http://sws.geonames.org/1023656,Adelaide,,-34.92866,138.59863,,UNVERIFIED,,,,Adelaide,Adelaide,
1204,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Adelaide,char-offset:49940,PLACE,http://sws.geonames.org/1023656,Adelaide,,-34.92866,138.59863,,UNVERIFIED,,,,Adelaide,Adelaide,
1205,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Adelaide,char-offset:62114,PLACE,http://sws.geonames.org/1023656,Adelaide,,-34.92866,138.59863,,UNVERIFIED,,,,Adelaide,Adelaide,
1206,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Adelaide,char-offset:62638,PLACE,http://sws.geonames.org/1023656,Adelaide,,-34.92866,138.59863,,UNVERIFIED,,,,Adelaide,Adelaide,
1207,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Btrong,char-offset:71358,PLACE,,,,,,,UNVERIFIED,,,,Btrong,Btrong,
1208,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Greyville,char-offset:77231,PLACE,,,,,,,UNVERIFIED,imaginary,,,Greyville,Greyville,
1209,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Greyville,char-offset:79337,PLACE,,,,,,,UNVERIFIED,imaginary,,,Greyville,Greyville,
1210,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Greyville,char-offset:81738,PLACE,,,,,,,UNVERIFIED,imaginary,,,Greyville,Greyville,
1211,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Grey,char-offset:84852,PLACE,http://sws.geonames.org/985004,Lady Grey,,-30.71084,27.21613,,UNVERIFIED,,,,Grey,Grey,
1212,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,china,char-offset:91758,PLACE,http://sws.geonames.org/3530839,China,,25.69997,-99.23454,,UNVERIFIED,,,,china,china,
1213,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,china,char-offset:91860,PLACE,http://sws.geonames.org/3530839,China,,25.69997,-99.23454,,UNVERIFIED,,,,china,china,
1214,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,china,char-offset:91893,PLACE,http://sws.geonames.org/3530839,China,,25.69997,-99.23454,,UNVERIFIED,,,,china,china,
1215,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,china,char-offset:92293,PLACE,http://sws.geonames.org/3530839,China,,25.69997,-99.23454,,UNVERIFIED,,,,china,china,
1216,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Greyville,char-offset:96859,PLACE,,,,,,,UNVERIFIED,imaginary,,,Greyville,Greyville,
1217,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Adelaide,char-offset:98456,PLACE,http://sws.geonames.org/1023656,Adelaide,,-34.92866,138.59863,,UNVERIFIED,,,,Adelaide,Adelaide,
1218,3736_19_12_1885_4_I_UNCLE DAN'S BEQUEST._94334772.txt,Greyville,char-offset:98531,PLACE,,,,,,,UNVERIFIED,imaginary,,,Greyville,Greyville,
1219,17796_12_8_1882_1_I__186367947.txt,AUSTRALIA,char-offset:50,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,UNVERIFIED,,,,AUSTRALIA,AUSTRALIA,
1220,17796_12_8_1882_1_I__186367947.txt,Kojpnga,char-offset:674,PLACE,,,,,,,UNVERIFIED,,,,Kojpnga,Kojpnga,
1221,17796_12_8_1882_1_I__186367947.txt,Oalway,char-offset:3476,PLACE,,,,,,,UNVERIFIED,,,,Oalway,Oalway,
1222,17796_12_8_1882_1_I__186367947.txt,Cambridge,char-offset:3930,PLACE,http://sws.geonames.org/2172677,Cambridge,,-42.83333,147.45,,UNVERIFIED,,,,Cambridge,Cambridge,
1223,17796_12_8_1882_1_I__186367947.txt,St. Petersburgh,char-offset:8778,PLACE,,,,,,,UNVERIFIED,,,,St. Petersburgh,St. Petersburgh,
1224,17796_12_8_1882_1_I__186367947.txt,Malta,char-offset:10540,PLACE,http://sws.geonames.org/2562770,Malta,,35.91782992,14.40492024,,UNVERIFIED,,,,Malta,Malta,
1225,17796_12_8_1882_1_I__186367947.txt,England,char-offset:13492,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1226,17796_12_8_1882_1_I__186367947.txt,London,char-offset:16886,PLACE,http://sws.geonames.org/6058560,London,,51.50853,-0.12574,,UNVERIFIED,,,,London,London,
1227,17796_12_8_1882_1_I__186367947.txt,French,char-offset:17601,PLACE,http://sws.geonames.org/3609667,French Harbor,,16.35,-86.43333,,UNVERIFIED,,,,French,French,
1228,17796_12_8_1882_1_I__186367947.txt,Maltese,char-offset:17778,PLACE,http://pleiades.stoa.org/places/465881,"Ciefesta Hephaesta/Ciefesta|Ciefesta Hephaesta/Ciefesta, possibly Maltese (Comino?)",-0.1,36.0179695,14.3263008,island,UNVERIFIED,,,,Maltese,Maltese,
1229,17796_12_8_1882_1_I__186367947.txt,Russian,char-offset:19579,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1230,17796_12_8_1882_1_I__186367947.txt,Maltese,char-offset:29380,PLACE,http://pleiades.stoa.org/places/465881,"Ciefesta Hephaesta/Ciefesta|Ciefesta Hephaesta/Ciefesta, possibly Maltese (Comino?)",-0.1,36.0179695,14.3263008,island,UNVERIFIED,,,,Maltese,Maltese,
1231,17796_12_8_1882_1_I__186367947.txt,Atlas,char-offset:33047,PLACE,http://pleiades.stoa.org/places/846,"Atlas Mon(te)s|Atlas Mons/Atlas Montes, Atlas Mountains",,31.0597925,-7.9149035,mountain,UNVERIFIED,,,,Atlas,Atlas,
1232,17796_12_8_1882_1_I__186367947.txt,Glika,char-offset:38898,PLACE,,,,,,,UNVERIFIED,,,,Glika,Glika,
1233,17796_12_8_1882_1_I__186367947.txt,Venice,char-offset:39255,PLACE,http://sws.geonames.org/3164603,Venice,,45.43713,12.33265,,UNVERIFIED,,,,Venice,Venice,
1234,17796_12_8_1882_1_I__186367947.txt,London,char-offset:39596,PLACE,http://sws.geonames.org/6058560,London,,51.50853,-0.12574,,UNVERIFIED,,,,London,London,
1235,17796_12_8_1882_1_I__186367947.txt,Malta,char-offset:40068,PLACE,http://sws.geonames.org/2562770,Malta,,35.91782992,14.40492024,,UNVERIFIED,,,,Malta,Malta,
1236,17796_12_8_1882_1_I__186367947.txt,England,char-offset:40085,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1237,17796_12_8_1882_1_I__186367947.txt,England,char-offset:40285,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1238,17796_12_8_1882_1_I__186367947.txt,Austrian,char-offset:40343,PLACE,http://geo-kima.org/place/13716,Austrian Silesia,,,,,UNVERIFIED,,,,Austrian,Austrian,
1239,17796_12_8_1882_1_I__186367947.txt,Italian,char-offset:40546,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1240,17796_12_8_1882_1_I__186367947.txt,Italian,char-offset:40699,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1241,17796_12_8_1882_1_I__186367947.txt,Italian,char-offset:42644,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1242,17796_12_8_1882_1_I__186367947.txt,Maltese,char-offset:43910,PLACE,http://pleiades.stoa.org/places/465881,"Ciefesta Hephaesta/Ciefesta|Ciefesta Hephaesta/Ciefesta, possibly Maltese (Comino?)",-0.1,36.0179695,14.3263008,island,UNVERIFIED,,,,Maltese,Maltese,
1243,17796_12_8_1882_1_I__186367947.txt,Italian,char-offset:44341,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1244,5348_11_08_1882_1_I.__97289542.txt,AUSTRALIA,char-offset:38,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,UNVERIFIED,,,,AUSTRALIA,AUSTRALIA,
1245,5348_11_08_1882_1_I.__97289542.txt,Kojonga,char-offset:678,PLACE,,,,,,,UNVERIFIED,,,,Kojonga,Kojonga,
1246,5348_11_08_1882_1_I.__97289542.txt,Galway,char-offset:3525,PLACE,http://sws.geonames.org/2964180,Gaillimh,,53.27194,-9.04889,,UNVERIFIED,,,,Galway,Galway,
1247,5348_11_08_1882_1_I.__97289542.txt,Cambridge,char-offset:3983,PLACE,http://sws.geonames.org/2172677,Cambridge,,-42.83333,147.45,,UNVERIFIED,,,,Cambridge,Cambridge,
1248,5348_11_08_1882_1_I.__97289542.txt,Malta,char-offset:10664,PLACE,http://sws.geonames.org/2562770,Malta,,35.91782992,14.40492024,,UNVERIFIED,,,,Malta,Malta,
1249,5348_11_08_1882_1_I.__97289542.txt,England,char-offset:13614,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1250,5348_11_08_1882_1_I.__97289542.txt,London,char-offset:17018,PLACE,http://sws.geonames.org/6058560,London,,51.50853,-0.12574,,UNVERIFIED,,,,London,London,
1251,5348_11_08_1882_1_I.__97289542.txt,Russian,char-offset:17146,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1252,5348_11_08_1882_1_I.__97289542.txt,French,char-offset:17735,PLACE,http://sws.geonames.org/3609667,French Harbor,,16.35,-86.43333,,UNVERIFIED,,,,French,French,
1253,5348_11_08_1882_1_I.__97289542.txt,Maltese,char-offset:17912,PLACE,http://pleiades.stoa.org/places/465881,"Ciefesta Hephaesta/Ciefesta|Ciefesta Hephaesta/Ciefesta, possibly Maltese (Comino?)",-0.1,36.0179695,14.3263008,island,UNVERIFIED,,,,Maltese,Maltese,
1254,5348_11_08_1882_1_I.__97289542.txt,Russian,char-offset:18451,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1255,5348_11_08_1882_1_I.__97289542.txt,Russian,char-offset:19715,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1256,5348_11_08_1882_1_I.__97289542.txt,Russian,char-offset:21805,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1257,5348_11_08_1882_1_I.__97289542.txt,Italian,char-offset:22346,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1258,5348_11_08_1882_1_I.__97289542.txt,Russian,char-offset:22718,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1259,5348_11_08_1882_1_I.__97289542.txt,Italian,char-offset:29573,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1260,5348_11_08_1882_1_I.__97289542.txt,Maltese,char-offset:29607,PLACE,http://pleiades.stoa.org/places/465881,"Ciefesta Hephaesta/Ciefesta|Ciefesta Hephaesta/Ciefesta, possibly Maltese (Comino?)",-0.1,36.0179695,14.3263008,island,UNVERIFIED,,,,Maltese,Maltese,
1262,5348_11_08_1882_1_I.__97289542.txt,Atlas,char-offset:33251,PLACE,http://pleiades.stoa.org/places/846,"Atlas Mon(te)s|Atlas Mons/Atlas Montes, Atlas Mountains",,31.0597925,-7.9149035,mountain,UNVERIFIED,,,,Atlas,Atlas,
1263,5348_11_08_1882_1_I.__97289542.txt,Russian,char-offset:34708,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1264,5348_11_08_1882_1_I.__97289542.txt,Russian,char-offset:35302,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1265,5348_11_08_1882_1_I.__97289542.txt,Glika,char-offset:39136,PLACE,,,,,,,UNVERIFIED,,,,Glika,Glika,
1266,5348_11_08_1882_1_I.__97289542.txt,Venice,char-offset:39494,PLACE,http://sws.geonames.org/3164603,Venice,,45.43713,12.33265,,UNVERIFIED,,,,Venice,Venice,
1267,5348_11_08_1882_1_I.__97289542.txt,Venice,char-offset:39509,PLACE,http://sws.geonames.org/3164603,Venice,,45.43713,12.33265,,UNVERIFIED,,,,Venice,Venice,
1268,5348_11_08_1882_1_I.__97289542.txt,London,char-offset:39837,PLACE,http://sws.geonames.org/6058560,London,,51.50853,-0.12574,,UNVERIFIED,,,,London,London,
1269,5348_11_08_1882_1_I.__97289542.txt,Malta,char-offset:40319,PLACE,http://sws.geonames.org/2562770,Malta,,35.91782992,14.40492024,,UNVERIFIED,,,,Malta,Malta,
1270,5348_11_08_1882_1_I.__97289542.txt,England,char-offset:40336,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1271,5348_11_08_1882_1_I.__97289542.txt,England,char-offset:40540,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1272,5348_11_08_1882_1_I.__97289542.txt,Austrian,char-offset:40598,PLACE,http://geo-kima.org/place/13716,Austrian Silesia,,,,,UNVERIFIED,,,,Austrian,Austrian,
1273,5348_11_08_1882_1_I.__97289542.txt,Italian,char-offset:40797,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1274,5348_11_08_1882_1_I.__97289542.txt,Italian,char-offset:40946,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1275,5348_11_08_1882_1_I.__97289542.txt,Italian,char-offset:42895,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1276,19756_30_12_1882_2_VIII__197779947.txt,AUSTRALIAN,char-offset:26,PLACE,http://geo-kima.org/place/1966,Australian Alps (N.S.W. and Vic.),,,,,UNVERIFIED,,,,AUSTRALIAN,AUSTRALIAN,
1277,19756_30_12_1882_2_VIII__197779947.txt,Paringa,char-offset:239,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Paringa,Paringa,
1278,19756_30_12_1882_2_VIII__197779947.txt,Paringa,char-offset:8744,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Paringa,Paringa,
1279,19756_30_12_1882_2_VIII__197779947.txt,England,char-offset:9422,PLACE,http://sws.geonames.org/6269131,England,,,,,VERIFIED,,,,England,England,
1280,19756_30_12_1882_2_VIII__197779947.txt,Australian,char-offset:9486,PLACE,http://geo-kima.org/place/1966,Australian Alps (N.S.W. and Vic.),,,,,UNVERIFIED,,,,Australian,Australian,
1281,19756_30_12_1882_2_VIII__197779947.txt,Australian,char-offset:9715,PLACE,http://geo-kima.org/place/1966,Australian Alps (N.S.W. and Vic.),,,,,UNVERIFIED,,,,Australian,Australian,
1282,19756_30_12_1882_2_VIII__197779947.txt,Algeria,char-offset:12599,PLACE,http://geo-kima.org/place/7903,Algeria,,,,,UNVERIFIED,,,,Algeria,Algeria,
1283,19756_30_12_1882_2_VIII__197779947.txt,Italian,char-offset:12647,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1284,19756_30_12_1882_2_VIII__197779947.txt,Coleraine,char-offset:13112,PLACE,http://sws.geonames.org/2652586,Coleraine,,55.13333,-6.66667,,UNVERIFIED,,,,Coleraine,Coleraine,
1285,19756_30_12_1882_2_VIII__197779947.txt,Oxfordshire,char-offset:13169,PLACE,http://geo-kima.org/place/9198,Oxfordshire (England),,,,,UNVERIFIED,,,,Oxfordshire,Oxfordshire,
1286,19756_30_12_1882_2_VIII__197779947.txt,Paringa,char-offset:13442,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Paringa,Paringa,
1287,19756_30_12_1882_2_VIII__197779947.txt,Paringa,char-offset:13526,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Paringa,Paringa,
1288,19756_30_12_1882_2_VIII__197779947.txt,Paringa,char-offset:13879,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Paringa,Paringa,
1289,19756_30_12_1882_2_VIII__197779947.txt,Irish,char-offset:15507,PLACE,http://geo-kima.org/place/1329,Irish Sea,,,,,UNVERIFIED,,,,Irish,Irish,
1290,19756_30_12_1882_2_VIII__197779947.txt,Brit,char-offset:15733,PLACE,,,,,,,UNVERIFIED,,,,Brit,Brit,
1291,19756_30_12_1882_2_VIII__197779947.txt,Paringa,char-offset:17700,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Paringa,Paringa,
1292,19756_30_12_1882_2_VIII__197779947.txt,German,char-offset:18128,PLACE,http://pleiades.stoa.org/places/481843,German|German,-0.046875,42.6097532,23.4110602,settlement,UNVERIFIED,,,,German,German,
1293,19756_30_12_1882_2_VIII__197779947.txt,Melbourne,char-offset:19309,PLACE,http://sws.geonames.org/2158177,Melbourne,,-37.814,144.96332,,UNVERIFIED,,,,Melbourne,Melbourne,
1294,19756_30_12_1882_2_VIII__197779947.txt,Elmhurst,char-offset:23923,PLACE,http://geo-kima.org/place/19538,"Elmhurst (New York, N.Y.)",,,,,UNVERIFIED,,,,Elmhurst,Elmhurst,
1295,5344_4_08_1882_1_I.__70741491.txt,Kojongn,char-offset:680,PLACE,,,,,,,UNVERIFIED,,,,Kojongn,Kojongn,
1296,5344_4_08_1882_1_I.__70741491.txt,St. Peters,char-offset:9067,PLACE,http://dare.ht.lu.se/places/26086,"St Peters Church, Flawford",,52.893352,-1.119403,,UNVERIFIED,,,,St. Peters,St. Peters,
1297,5344_4_08_1882_1_I.__70741491.txt,Malta,char-offset:10843,PLACE,http://sws.geonames.org/2562770,Malta,,35.91782992,14.40492024,,UNVERIFIED,,,,Malta,Malta,
1298,5344_4_08_1882_1_I.__70741491.txt,England,char-offset:13904,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1299,5344_4_08_1882_1_I.__70741491.txt,London,char-offset:17366,PLACE,http://sws.geonames.org/6058560,London,,51.50853,-0.12574,,UNVERIFIED,,,,London,London,
1300,5344_4_08_1882_1_I.__70741491.txt,Russian,char-offset:17498,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1301,5344_4_08_1882_1_I.__70741491.txt,French,char-offset:18091,PLACE,http://sws.geonames.org/3609667,French Harbor,,16.35,-86.43333,,UNVERIFIED,,,,French,French,
1302,5344_4_08_1882_1_I.__70741491.txt,Russian,char-offset:22815,PLACE,http://geo-kima.org/place/3038,Russian River (Calif.),,,,,UNVERIFIED,,,,Russian,Russian,
1303,5344_4_08_1882_1_I.__70741491.txt,Miss,char-offset:25067,PLACE,http://geo-kima.org/place/8271,Meridian (Miss.),,,,,UNVERIFIED,,,,Miss,Miss,
1304,5344_4_08_1882_1_I.__70741491.txt,Mistli,char-offset:26084,PLACE,,,,,,,UNVERIFIED,,,,Mistli,Mistli,
1305,5344_4_08_1882_1_I.__70741491.txt,Italian,char-offset:29830,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1306,5344_4_08_1882_1_I.__70741491.txt,Maltese,char-offset:29864,PLACE,http://pleiades.stoa.org/places/465881,"Ciefesta Hephaesta/Ciefesta|Ciefesta Hephaesta/Ciefesta, possibly Maltese (Comino?)",-0.1,36.0179695,14.3263008,island,UNVERIFIED,,,,Maltese,Maltese,
1307,5344_4_08_1882_1_I.__70741491.txt,Miss,char-offset:31939,PLACE,http://geo-kima.org/place/8271,Meridian (Miss.),,,,,UNVERIFIED,,,,Miss,Miss,
1308,5344_4_08_1882_1_I.__70741491.txt,Atlas,char-offset:33662,PLACE,http://pleiades.stoa.org/places/846,"Atlas Mon(te)s|Atlas Mons/Atlas Montes, Atlas Mountains",,31.0597925,-7.9149035,mountain,UNVERIFIED,,,,Atlas,Atlas,
1309,5344_4_08_1882_1_I.__70741491.txt,Glilan,char-offset:39795,PLACE,,,,,,,UNVERIFIED,,,,Glilan,Glilan,
1310,5344_4_08_1882_1_I.__70741491.txt,Venice,char-offset:40115,PLACE,http://sws.geonames.org/3164603,Venice,,45.43713,12.33265,,UNVERIFIED,,,,Venice,Venice,
1311,5344_4_08_1882_1_I.__70741491.txt,Venice,char-offset:40128,PLACE,http://sws.geonames.org/3164603,Venice,,45.43713,12.33265,,UNVERIFIED,,,,Venice,Venice,
1312,5344_4_08_1882_1_I.__70741491.txt,London,char-offset:40459,PLACE,http://sws.geonames.org/6058560,London,,51.50853,-0.12574,,UNVERIFIED,,,,London,London,
1313,5344_4_08_1882_1_I.__70741491.txt,Malta,char-offset:40958,PLACE,http://sws.geonames.org/2562770,Malta,,35.91782992,14.40492024,,UNVERIFIED,,,,Malta,Malta,
1314,5344_4_08_1882_1_I.__70741491.txt,England,char-offset:40975,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1315,5344_4_08_1882_1_I.__70741491.txt,England,char-offset:41181,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1316,5344_4_08_1882_1_I.__70741491.txt,Austrian,char-offset:41242,PLACE,http://geo-kima.org/place/13716,Austrian Silesia,,,,,UNVERIFIED,,,,Austrian,Austrian,
1317,5344_4_08_1882_1_I.__70741491.txt,Italian,char-offset:41451,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1318,5344_4_08_1882_1_I.__70741491.txt,Italian,char-offset:41604,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1319,5344_4_08_1882_1_I.__70741491.txt,Italian,char-offset:43701,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1320,5344_4_08_1882_1_I.__70741491.txt,Italian,char-offset:45368,PLACE,http://geo-kima.org/place/1925,"Alps, Italian (Italy)",,,,,UNVERIFIED,,,,Italian,Italian,
1321,17502_24_12_1881_4_XXII__198488865.txt,Ireland,char-offset:12365,PLACE,http://geo-kima.org/place/7885,Ireland,,,,,UNVERIFIED,,,,Ireland,Ireland,
1322,17502_24_12_1881_4_XXII__198488865.txt,Austra,char-offset:15402,PLACE,,,,,,,UNVERIFIED,,,,Austra,Austra,
1323,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,New York,char-offset:2744,PLACE,http://sws.geonames.org/5128638,New York,,42.99034326,-75.68849651,,UNVERIFIED,,,,New York,New York,
1324,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,New York,char-offset:4105,PLACE,http://sws.geonames.org/5128638,New York,,42.99034326,-75.68849651,,UNVERIFIED,,,,New York,New York,
1325,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Barstow,char-offset:4510,PLACE,http://geo-kima.org/place/8389,Barstow (Calif.),,,,,UNVERIFIED,,,,Barstow,Barstow,
1326,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Perrywood,char-offset:4579,PLACE,,,,,,,UNVERIFIED,,,,Perrywood,Perrywood,
1327,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Oxford,char-offset:4608,PLACE,http://sws.geonames.org/2640729,Oxford,,51.75222,-1.25596,,UNVERIFIED,,,,Oxford,Oxford,
1328,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,London,char-offset:4660,PLACE,http://sws.geonames.org/6058560,London,,51.5085,-0.12574,,UNVERIFIED,,,,London,London,
1329,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,England,char-offset:4990,PLACE,http://geo-kima.org/place/12708,England,,,,,UNVERIFIED,,,,England,England,
1330,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Australia,char-offset:6411,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,UNVERIFIED,,,,Australia,Australia,
1331,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Perrywood,char-offset:6608,PLACE,,,,,,,UNVERIFIED,,,,Perrywood,Perrywood,
1332,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Mount,char-offset:7823,PLACE,http://mapoflondon.uvic.ca/MOUN1.htm,Mount Calvary,,,,,UNVERIFIED,,,,Mount,Mount,
1333,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Auburn,char-offset:7829,PLACE,http://sws.geonames.org/2177513,Auburn,,-33.85,151.03333,,UNVERIFIED,,,,Auburn,Auburn,
1334,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,London,char-offset:11905,PLACE,http://sws.geonames.org/6058560,London,,51.5085,-0.12574,,UNVERIFIED,,,,London,London,
1335,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Chestnut House,char-offset:12277,PLACE,,,,,,,UNVERIFIED,,,,Chestnut House,Chestnut House,
1336,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,New York,char-offset:13305,PLACE,http://sws.geonames.org/5128638,New York,,42.99034326,-75.68849651,,UNVERIFIED,,,,New York,New York,
1337,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Dun ham Tower,char-offset:13685,PLACE,,,,,,,UNVERIFIED,,,,Dun ham Tower,Dun ham Tower,
1338,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Sussex,char-offset:16823,PLACE,http://geo-kima.org/place/6981,West Sussex (England),,,,,VERIFIED,,,,Sussex,Sussex,
1339,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Lindenfield,char-offset:18824,PLACE,,,,,,,UNVERIFIED,,,,Lindenfield,Lindenfield,
1340,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Lindenfield,char-offset:19159,PLACE,,,,,,,UNVERIFIED,,,,Lindenfield,Lindenfield,
1341,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,M.P.,char-offset:19988,PLACE,http://geo-kima.org/place/7311,Madhya Pradesh (India),,,,,UNVERIFIED,,,,M.P.,M.P.,
1342,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Limitod,char-offset:20089,PLACE,,,,,,,UNVERIFIED,,,,Limitod,Limitod,
1343,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Sydney,char-offset:20098,PLACE,http://sws.geonames.org/6354908,Sydney,,-33.86785,151.20732,,UNVERIFIED,,,,Sydney,Sydney,
1344,7732_4_02_1882_31_XLIX_THE VICTORY WON._70965303.txt,Sydney,char-offset:20139,PLACE,http://sws.geonames.org/6354908,Sydney,,-33.86785,151.20732,,UNVERIFIED,,,,Sydney,Sydney,
1345,14616_16_12_1882_45_IX__160164812.txt,Irish,char-offset:1562,PLACE,http://geo-kima.org/place/1329,Irish Sea,,,,,UNVERIFIED,,,,Irish,Irish,
