INDEX,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,COMMENT,BUSHFIRE_LOCATION,GENRE,SECOND_QUOTE_TRANSCRIPTION,SECOND_QUOTE_TRANSCRIPTION_2,
1,23616_22_12_1932_13_1__37693276.txt,Western Australia,char-offset:108,PLACE,http://sws.geonames.org/2058645,Western Australia,,-25.46584927,122.1768386,,VERIFIED,,,,Western Australia,Western Australia,
2,23616_22_12_1932_13_1__37693276.txt,London,char-offset:2881,PLACE,http://sws.geonames.org/2643743,London,,51.50853,-0.12574,,VERIFIED,,,,London,London,
3,23616_22_12_1932_13_1__37693276.txt,Perth,char-offset:3417,PLACE,http://sws.geonames.org/2063523,Perth,,-31.95224,115.8614,,VERIFIED,,,,Perth,Perth,
4,23616_22_12_1932_13_1__37693276.txt,Hampshire,char-offset:6587,PLACE,http://geo-kima.org/place/8553,Hampshire (England),,51.128022,-1.1731,,VERIFIED,,,,Hampshire,Hampshire,
5,23616_22_12_1932_13_1__37693276.txt,England,char-offset:7144,PLACE,http://geo-kima.org/place/12708,England,,52.3555,-1.1743,,UNVERIFIED,,,,England,England,
6,23616_22_12_1932_13_1__37693276.txt,England,char-offset:8754,PLACE,http://geo-kima.org/place/12708,England,,52.3555,-1.1743,,UNVERIFIED,,,,England,England,
7,23616_22_12_1932_13_1__37693276.txt,Western Australia,char-offset:8834,PLACE,http://sws.geonames.org/2058645,Western Australia,,-25.46584927,122.1768386,,VERIFIED,,,,Western Australia,Western Australia,
8,23616_22_12_1932_13_1__37693276.txt,London,char-offset:9835,PLACE,http://sws.geonames.org/2643743,London,,51.50853,-0.12574,,VERIFIED,,,,London,London,
9,23616_22_12_1932_13_1__37693276.txt,Gibraltar,char-offset:10107,PLACE,http://sws.geonames.org/2411586,Gibraltar,,36.13396226,-5.349628931,,VERIFIED,,,,Gibraltar,Gibraltar,
10,23616_22_12_1932_13_1__37693276.txt,Tilbury,char-offset:10303,PLACE,Google Maps,,,51.464195,0.358191,,NOT_IDENTIFIABLE,,,,Tilbury,Tilbury,
11,23586_9_06_1933_4_XXIII. (Continued)_None_64724597.txt,,char-offset:2678,PLACE,http://sws.geonames.org/2638360,Scotland,,,,,VERIFIED,,,,,,
12,23586_9_06_1933_4_XXIII. (Continued)_None_64724597.txt,Scotland,char-offset:3753,PLACE,http://sws.geonames.org/2638360,Scotland,,56.4907,4.2026,,VERIFIED,,,,Scotland,Scotland,
13,"24451_9_02_1928_17_15_Ch XIII, XIV_146843153.txt",Hlrdsoye,char-offset:5250,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Hlrdsoye,Hlrdsoye,
14,"24451_9_02_1928_17_15_Ch XIII, XIV_146843153.txt",Yambatilli,char-offset:23058,PLACE,,,,,,,NOT_IDENTIFIABLE,Imaginary,,,Yambatilli,Yambatilli,
15,23723_3_04_1932_12_VIII_Christmas Day_58660805.txt,Sydney,char-offset:4184,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
16,23723_3_04_1932_12_VIII_Christmas Day_58660805.txt,Geelong,char-offset:6624,PLACE,http://sws.geonames.org/2165798,Geelong,,-38.14711,144.36069,,VERIFIED,,,,Geelong,Geelong,
17,23723_3_04_1932_12_VIII_Christmas Day_58660805.txt,Broome,char-offset:6636,PLACE,http://sws.geonames.org/2075720,Broome,,-17.95538,122.23922,,VERIFIED,,,,Broome,Broome,
18,23723_3_04_1932_12_VIII_Christmas Day_58660805.txt,America,char-offset:6716,PLACE,http://sws.geonames.org/2759831,America,,51.43667,5.97917,,VERIFIED,,,,America,America,
19,23723_3_04_1932_12_VIII_Christmas Day_58660805.txt,San Francisco,char-offset:6752,PLACE,,,,37.675117,122.398635,,NOT_IDENTIFIABLE,,,,San Francisco,San Francisco,
20,23586_12_05_1933_4_XXI. (Continued) & XXII._None_64724521.txt,Tonga,char-offset:2508,PLACE,http://sws.geonames.org/4032283,Tonga,,-19.99367402,-174.8647797,,VERIFIED,,,,Tonga,Tonga,
21,23476_18_03_1931_19_None__74671570.txt,Central Australia,char-offset:193,PLACE,http://sws.geonames.org/2064513,Northern Territory,,-19.41553057,133.3658772,,VERIFIED,,,,Central Australia,Central Australia,
22,23916_9_11_1918_42_I_Defeat_22366486.txt,Southern Tablelands,char-offset:416,PLACE,,,,-34.577953,149.939114,,NOT_IDENTIFIABLE,Geographic Region,,,Southern Tablelands,Southern Tablelands,
23,23916_9_11_1918_42_I_Defeat_22366486.txt,Wilcannia,char-offset:490,PLACE,,,,-31.261304,143.531292,,NOT_IDENTIFIABLE,,,,Wilcannia,Wilcannia,
24,23916_9_11_1918_42_I_Defeat_22366486.txt,Sydney,char-offset:3864,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
25,23916_9_11_1918_42_I_Defeat_22366486.txt,Shoalhaveu River,char-offset:5379,PLACE,,,,35.245415,149.935256,,NOT_IDENTIFIABLE,,,,Shoalhaveu River,Shoalhaveu River,
26,23916_9_11_1918_42_I_Defeat_22366486.txt,Pig Island,char-offset:7726,PLACE,,,,,,,NOT_IDENTIFIABLE,unclear,,,Pig Island,Pig Island,
27,23916_9_11_1918_42_I_Defeat_22366486.txt,Broughton Creek,char-offset:7881,PLACE,,,,34.782885,150.714633,,NOT_IDENTIFIABLE,,,,Broughton Creek,Broughton Creek,
28,23916_9_11_1918_42_I_Defeat_22366486.txt,Sydney,char-offset:9773,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
29,23916_9_11_1918_42_I_Defeat_22366486.txt,Sydney,char-offset:9881,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
30,23916_9_11_1918_42_I_Defeat_22366486.txt,Sydney,char-offset:12253,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
31,23916_9_11_1918_42_I_Defeat_22366486.txt,Sydney,char-offset:12318,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
32,23916_9_11_1918_42_I_Defeat_22366486.txt,Sydney,char-offset:12795,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
33,24450_25_02_1928_64_13_Chapter XIII  _165637767.txt,Yambatilli,char-offset:8504,PLACE,,,,,,,NOT_IDENTIFIABLE,imaginary,,,Yambatilli,Yambatilli,
34,9403_29_08_1914_44_XXV_THE BACK TRAIL._92036072.txt,Hudson's Bay,char-offset:208,PLACE,,,,,,,NOT_IDENTIFIABLE,Imaginary,,,Hudson's Bay,Hudson's Bay,
35,9403_29_08_1914_44_XXV_THE BACK TRAIL._92036072.txt,Canada,char-offset:13215,PLACE,http://sws.geonames.org/6251999,Canada,,61.36053298,-98.18587205,,VERIFIED,,,,Canada,Canada,
36,9403_29_08_1914_44_XXV_THE BACK TRAIL._92036072.txt,Montreal,char-offset:14225,PLACE,http://sws.geonames.org/6077243,Montréal,,45.50884,-73.58781,,VERIFIED,,,,Montreal,Montreal,
37,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Coonara,char-offset:3876,PLACE,,,,-33.73912,151.053376,,NOT_IDENTIFIABLE,,,,Coonara,Coonara,
38,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Coonara,char-offset:4652,PLACE,,,,-33.73912,151.053376,,NOT_IDENTIFIABLE,,,,Coonara,Coonara,
39,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Toulouse,char-offset:5663,PLACE,http://sws.geonames.org/2969320,Vieille-Toulouse|Vieille-Toulouse,,43.5356661,1.438700824,,VERIFIED,,,,Toulouse,Toulouse,
40,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Lewis Ponds Creek,char-offset:6557,PLACE,,,,-33.231114,149.267066,,NOT_IDENTIFIABLE,,,,Lewis Ponds Creek,Lewis Ponds Creek,
41,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Portland,char-offset:7160,PLACE,http://sws.geonames.org/2152668,Portland,,-33.35709,149.98148,,VERIFIED,,,,Portland,Portland,
42,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Bathurst,char-offset:7251,PLACE,http://sws.geonames.org/2176632,Bathurst,,-33.41665,149.5806,,VERIFIED,,,,Bathurst,Bathurst,
43,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Yarra,char-offset:7347,PLACE,http://sws.geonames.org/2158177,Melbourne,,-37.814,144.96332,,VERIFIED,,,,Yarra,Yarra,
44,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Port Phillip,char-offset:7507,PLACE,http://sws.geonames.org/2158177,Melbourne,,-37.814,144.96332,,VERIFIED,,,,Port Phillip,Port Phillip,
45,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Sydney,char-offset:7966,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
46,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Port Phillip,char-offset:8022,PLACE,http://sws.geonames.org/2158177,Melbourne,,-37.814,144.96332,,VERIFIED,,,,Port Phillip,Port Phillip,
47,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Cali- fornian,char-offset:9024,PLACE,http://sws.geonames.org/5332921,California,,37.24235922,-119.6060445,,VERIFIED,,,,Cali- fornian,Cali- fornian,
48,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Sacramento,char-offset:9071,PLACE,http://sws.geonames.org/5389489,Sacramento,,38.58157,-121.4944,,VERIFIED,,,,Sacramento,Sacramento,
49,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Australia,char-offset:9243,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Australia,Australia,
50,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Sierra,char-offset:9274,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,Sierra,Sierra,
51,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,New South,char-offset:10122,PLACE,http://sws.geonames.org/2155400,New South Wales,,-32.1690028,147.0117543,,UNVERIFIED,,,,New South,New South,
52,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Wales,char-offset:10133,PLACE,http://sws.geonames.org/2634894,Wales,,53.34061,-1.28162,,UNVERIFIED,,,,Wales,Wales,
53,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Lewis Ponds Creek,char-offset:10579,PLACE,,,,-33.231114,149.267066,,NOT_IDENTIFIABLE,,,,Lewis Ponds Creek,Lewis Ponds Creek,
54,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Summerhill Creek,char-offset:10601,PLACE,,,,-33.20352,149.152332,,NOT_IDENTIFIABLE,,,,Summerhill Creek,Summerhill Creek,
55,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,New South Wales,char-offset:10803,PLACE,http://sws.geonames.org/2155400,New South Wales,,-32.1690028,147.0117543,,VERIFIED,,,,New South Wales,New South Wales,
56,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,California,char-offset:10822,PLACE,http://sws.geonames.org/5332921,California,,37.24235922,-119.6060445,,VERIFIED,,,,California,California,
57,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Port Phillip,char-offset:11280,PLACE,http://sws.geonames.org/2158177,Melbourne,,-37.814,144.96332,,VERIFIED,,,,Port Phillip,Port Phillip,
58,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Victoria,char-offset:12226,PLACE,http://sws.geonames.org/2145234,Victoria,,-36.85717399,144.3100467,,VERIFIED,,,,Victoria,Victoria,
59,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Toulouse,char-offset:12238,PLACE,http://sws.geonames.org/2969320,Vieille-Toulouse|Vieille-Toulouse,,43.5356661,1.438700824,,VERIFIED,,,,Toulouse,Toulouse,
60,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Melbourne,char-offset:12592,PLACE,http://sws.geonames.org/2158177,Melbourne,,-37.814,144.96332,,UNVERIFIED,,,,Melbourne,Melbourne,
61,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Melbourne,char-offset:12656,PLACE,http://sws.geonames.org/2158177,Melbourne,,-37.814,144.96332,,UNVERIFIED,,,,Melbourne,Melbourne,
62,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Australia,char-offset:12935,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Australia,Australia,
63,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,New South Wales,char-offset:13082,PLACE,http://sws.geonames.org/2155400,New South Wales,,-32.1690028,147.0117543,,VERIFIED,,,,New South Wales,New South Wales,
64,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Victoria,char-offset:13102,PLACE,http://sws.geonames.org/2145234,Victoria,,-36.85717399,144.3100467,,VERIFIED,,,,Victoria,Victoria,
65,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Lewis Ponds Creek,char-offset:13473,PLACE,,,,-33.231114,149.267066,,NOT_IDENTIFIABLE,,,,Lewis Ponds Creek,Lewis Ponds Creek,
66,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Lewis Ponds Creek,char-offset:14025,PLACE,,,,-33.231114,149.267066,,NOT_IDENTIFIABLE,,,,Lewis Ponds Creek,Lewis Ponds Creek,
67,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Guyong,char-offset:14254,PLACE,,,,-33.416859,149.25455,,NOT_IDENTIFIABLE,,,,Guyong,Guyong,
68,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,California,char-offset:14901,PLACE,http://sws.geonames.org/5332921,California,,37.24235922,-119.6060445,,VERIFIED,,,,California,California,
69,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Australia,char-offset:15198,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Australia,Australia,
70,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Sydney,char-offset:15509,PLACE,http://sws.geonames.org/2147714,Sydney,,-33.86785,151.20732,,VERIFIED,,,,Sydney,Sydney,
71,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,California,char-offset:15601,PLACE,http://sws.geonames.org/5332921,California,,37.24235922,-119.6060445,,VERIFIED,,,,California,California,
72,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,San Joaquin,char-offset:15650,PLACE,http://sws.geonames.org/5392114,San Joaquin,,36.60662,-120.18904,,VERIFIED,,,,San Joaquin,San Joaquin,
73,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Sierras,char-offset:15673,PLACE,http://geo-kima.org/place/2430,Sierra Nevada (Calif. and Nev.),,38.384369,118.683764,,UNVERIFIED,,,,Sierras,Sierras,
74,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Sacramento,char-offset:15688,PLACE,http://sws.geonames.org/5389489,Sacramento,,38.58157,-121.4944,,VERIFIED,,,,Sacramento,Sacramento,
75,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Feather River,char-offset:15707,PLACE,,,,39.155517,121.585057,,NOT_IDENTIFIABLE,,,,Feather River,Feather River,
76,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Yuba,char-offset:15729,PLACE,http://sws.geonames.org/5411015,Yuba City,,39.14045,-121.61691,,VERIFIED,,,,Yuba,Yuba,
77,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Lewis Ponds Creek,char-offset:16142,PLACE,,,,-33.231114,149.267066,,NOT_IDENTIFIABLE,,,,Lewis Ponds Creek,Lewis Ponds Creek,
78,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Guyong,char-offset:16454,PLACE,,,,-33.416859,149.25455,,NOT_IDENTIFIABLE,,,,Guyong,Guyong,
79,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Guyong,char-offset:16876,PLACE,,,,-33.416859,149.25455,,NOT_IDENTIFIABLE,,,,Guyong,Guyong,
80,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Summerhill Creek,char-offset:16930,PLACE,,,,-33.20352,149.152332,,NOT_IDENTIFIABLE,,,,Summerhill Creek,Summerhill Creek,
81,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Macquarie River,char-offset:17076,PLACE,,,,-31.59472,147.843223,,NOT_IDENTIFIABLE,,,,Macquarie River,Macquarie River,
82,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Turon Mountains,char-offset:17205,PLACE,,,,-32.59023,150.249203,,UNVERIFIED,Geographic Region,,,Turon Mountains,Turon Mountains,
83,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Turon,char-offset:17429,PLACE,,,,-35.228874,149.105874,,NOT_IDENTIFIABLE,,,,Turon,Turon,
84,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Lewis Ponds Creek,char-offset:17748,PLACE,,,,-33.231114,149.267066,,NOT_IDENTIFIABLE,,,,Lewis Ponds Creek,Lewis Ponds Creek,
85,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Summer Hill Creek,char-offset:17953,PLACE,,,,-33.20352,149.152332,,UNVERIFIED,,,,Summer Hill Creek,Summer Hill Creek,
86,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Lewis Ponds Creek,char-offset:17979,PLACE,,,,-33.231114,149.267066,,NOT_IDENTIFIABLE,,,,Lewis Ponds Creek,Lewis Ponds Creek,
87,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Blue Mountains,char-offset:18220,PLACE,http://geo-kima.org/place/1866,Blue Mountains (Or. and Wash.),,-33.424994,150.307392,,UNVERIFIED,Geographic Region,,,Blue Mountains,Blue Mountains,
88,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Australia,char-offset:18254,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Australia,Australia,
89,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Turon,char-offset:20413,PLACE,,,,-35.228874,149.105874,,NOT_IDENTIFIABLE,,,,Turon,Turon,
90,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Blue Mountains,char-offset:20623,PLACE,http://geo-kima.org/place/1866,Blue Mountains (Or. and Wash.),,-33.424994,150.307392,,UNVERIFIED,,,,Blue Mountains,Blue Mountains,
91,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Victoria,char-offset:20782,PLACE,http://sws.geonames.org/2145234,Victoria,,-36.85717399,144.3100467,,VERIFIED,,,,Victoria,Victoria,
92,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Clunes,char-offset:20794,PLACE,,,,-37.297313,143.784675,,NOT_IDENTIFIABLE,,,,Clunes,Clunes,
93,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Anderson's Creek,char-offset:20805,PLACE,,,,,,,UNVERIFIED,Imaginary,,,Anderson's Creek,Anderson's Creek,
94,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Mount Alex,char-offset:20826,PLACE,,,,-36.99659,144.30548,,UNVERIFIED,,,,Mount Alex,Mount Alex,
95,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Mount Alex- ander,char-offset:20826,PLACE,,,,-36.99659,144.30548,,NOT_IDENTIFIABLE,Geographic Region,,,Mount Alex- ander,Mount Alex- ander,
96,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Buninyong,char-offset:20848,PLACE,,,,-37.658153,143.89719,,NOT_IDENTIFIABLE,,,,Buninyong,Buninyong,
97,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Mount Vittoria,char-offset:20917,PLACE,,,,,,,UNVERIFIED,imaginary,,,Mount Vittoria,Mount Vittoria,
98,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Spain,char-offset:20984,PLACE,http://sws.geonames.org/2510769,Spain,,40.22822936,-3.639066965,,VERIFIED,,,,Spain,Spain,
99,8651_28_11_1914_10_XI_THE BECKONTNG OF THE STARS._10395013.txt,Blue Mountains,char-offset:21191,PLACE,http://geo-kima.org/place/1866,Blue Mountains (Or. and Wash.),,-33.415824,150.304645,,UNVERIFIED,,,,Blue Mountains,Blue Mountains,
100,10214_18_06_1913_5_XV_The House by Atholton._26877306.txt,Atholton,char-offset:139,PLACE,,,,,,,NOT_IDENTIFIABLE,Imaginary,,,Atholton,Atholton,
101,10214_18_06_1913_5_XV_The House by Atholton._26877306.txt,Atholton,char-offset:537,PLACE,,,,,,,NOT_IDENTIFIABLE,Imaginary,,,Atholton,Atholton,
102,10214_18_06_1913_5_XV_The House by Atholton._26877306.txt,Atholton,char-offset:1759,PLACE,,,,,,,NOT_IDENTIFIABLE,Imaginary,,,Atholton,Atholton,
103,10214_18_06_1913_5_XV_The House by Atholton._26877306.txt,Atholton,char-offset:5533,PLACE,,,,,,,NOT_IDENTIFIABLE,Imaginary,,,Atholton,Atholton,
104,10214_18_06_1913_5_XV_The House by Atholton._26877306.txt,New Zealand,char-offset:8413,PLACE,http://sws.geonames.org/2186224,New Zealand,,-41.7944599,171.3331694,,VERIFIED,,,,New Zealand,New Zealand,
105,10214_18_06_1913_5_XV_The House by Atholton._26877306.txt,Mulgoa,char-offset:11952,PLACE,http://sws.geonames.org/2156345,Mulgoa,,-33.838,150.64963,,VERIFIED,,,,Mulgoa,Mulgoa,
106,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,New South Wales,char-offset:158,PLACE,http://sws.geonames.org/2155400,New South Wales,,-32.1690028,147.0117543,,VERIFIED,,,,New South Wales,New South Wales,
107,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Austreelay,char-offset:1040,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Austreelay,Austreelay,
108,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Scotland,char-offset:1889,PLACE,,,,56.4907,4.2026,,NOT_IDENTIFIABLE,Geographic Region,,,Scotland,Scotland,
109,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Australia,char-offset:2525,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,UNVERIFIED,Geographic Region,,,Australia,Australia,
110,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Australia,char-offset:2963,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,UNVERIFIED,Geographic Region,,,Australia,Australia,
111,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Rocky Point,char-offset:3381,PLACE,,,,,,,NOT_IDENTIFIABLE,Imaginary,,,Rocky Point,Rocky Point,
112,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Australia,char-offset:4467,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,UNVERIFIED,Geographic Region,,,Australia,Australia,
113,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Haustraliar,char-offset:8442,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Haustraliar,Haustraliar,
114,11432_23_11_1912_14_XIV_WELCOME HOME._85846996.txt,Newcastle,char-offset:8891,PLACE,http://sws.geonames.org/2155472,Newcastle,,-32.92715,151.77647,,VERIFIED,,,,Newcastle,Newcastle,
115,10359_26_01_1912_3_XII__31392947.txt,Winnipeg,char-offset:114,PLACE,http://sws.geonames.org/6183235,Winnipeg,,49.8844,-97.14704,,VERIFIED,,,,Winnipeg,Winnipeg,
116,10359_26_01_1912_3_XII__31392947.txt,Australian,char-offset:188,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Australian,Australian,
117,10359_26_01_1912_3_XII__31392947.txt,Winnipeg,char-offset:492,PLACE,http://sws.geonames.org/6183235,Winnipeg,,49.8844,-97.14704,,VERIFIED,,,,Winnipeg,Winnipeg,
118,10359_26_01_1912_3_XII__31392947.txt,Winnipeg,char-offset:696,PLACE,http://sws.geonames.org/6183235,Winnipeg,,49.8844,-97.14704,,VERIFIED,,,,Winnipeg,Winnipeg,
119,10359_26_01_1912_3_XII__31392947.txt,Perth,char-offset:737,PLACE,http://sws.geonames.org/2153391,Perth,,-41.57231,147.17096,,UNVERIFIED,,,,Perth,Perth,
120,10359_26_01_1912_3_XII__31392947.txt,Sydney,char-offset:786,PLACE,http://sws.geonames.org/6354908,Sydney,,-33.86785,151.20732,,UNVERIFIED,,,,Sydney,Sydney,
121,10359_26_01_1912_3_XII__31392947.txt,Fremantle,char-offset:826,PLACE,http://sws.geonames.org/2071223,Fremantle,,-32.05454,115.75127,,VERIFIED,,,,Fremantle,Fremantle,
122,10359_26_01_1912_3_XII__31392947.txt,Perth,char-offset:863,PLACE,http://sws.geonames.org/2153391,Perth,,-41.57231,147.17096,,UNVERIFIED,,,,Perth,Perth,
123,10359_26_01_1912_3_XII__31392947.txt,Australian,char-offset:904,PLACE,http://sws.geonames.org/2077456,Australia,,-25.73650334,134.48623,,VERIFIED,,,,Australian,Australian,
124,10359_26_01_1912_3_XII__31392947.txt,Sydney,char-offset:959,PLACE,http://sws.geonames.org/6354908,Sydney,,-33.86785,151.20732,,UNVERIFIED,,,,Sydney,Sydney,
125,10359_26_01_1912_3_XII__31392947.txt,Winnipeg,char-offset:1196,PLACE,http://sws.geonames.org/6183235,Winnipeg,,49.8844,-97.14704,,VERIFIED,,,,Winnipeg,Winnipeg,
126,10359_26_01_1912_3_XII__31392947.txt,British,char-offset:1219,PLACE,http://sws.geonames.org/2635167,United Kingdom,,54.12539508,-2.859749915,,VERIFIED,,,,British,British,
127,10359_26_01_1912_3_XII__31392947.txt,Winnipeg,char-offset:1550,PLACE,http://sws.geonames.org/6183235,Winnipeg,,49.8844,-97.14704,,VERIFIED,,,,Winnipeg,Winnipeg,
128,10359_26_01_1912_3_XII__31392947.txt,Alain Street,char-offset:1580,PLACE,,,,,,,UNVERIFIED,Imaginary,,,Alain Street,Alain Street,
129,10359_26_01_1912_3_XII__31392947.txt,Winnipeg,char-offset:1594,PLACE,http://sws.geonames.org/6183235,Winnipeg,,49.8844,-97.14704,,VERIFIED,,,,Winnipeg,Winnipeg,
